name,mass,discovery,year,lat,lng
Dhofar 1416,49.74,found,2001,19.1112,54.61523
Dhofar 270,50,found,2001,18.32833,54.15167
Dhofar 246,50,found,2001,18.66933,54.728
Dhofar 853,50,found,2001,18.98,54.54167
Dhofar 227,50,found,2001,18.99,54.6
Dhofar 307,50,found,2001,19.32833,54.78167
Sayh al Uhaymir 103,50,found,2001,20.98333,57.32667
Dhofar 825,50.44,found,2001,19.06027,54.54348
Al Huqf 062,50.7,found,2001,19.40772,57.29878
Northwest Africa 893,50.8,found,2001,0,0
Dhofar 618,51,found,2001,19.20182,54.78373
Sayh al Uhaymir 193,52,found,2001,20.8635,56.2035
Dhofar 692,53,found,2001,19.41362,54.76867
Northwest Africa 1471,53.3,found,2001,0,0
Dhofar 1424,53.39,found,2001,19.19335,54.66395
Meteorite Hills 01285,53.4,found,2001,-79.68333,159.75
Dhofar 1423,53.58,found,2001,19.19707,54.6703
Dhofar 390,54,found,2001,19.13353,54.80995
Northwest Africa 895,54,found,2001,0,0
Northwest Africa 1474,54.2,found,2001,0,0
Meteorite Hills 01277,54.6,found,2001,-79.68333,159.75
Northwest Africa 892,54.6,found,2001,0,0
Meteorite Hills 01245,54.7,found,2001,-79.68333,159.75
Meteorite Hills 01112,54.9,found,2001,-79.68333,159.75
Dhofar 573,55,found,2001,18.70173,54.36642
Dhofar 800,55.88,found,2001,19.06252,54.55048
Dhofar 569,56,found,2001,18.7095,54.54132
Northwest Africa 1065,56,found,2001,0,0
Northwest Africa 1284,56,found,2001,0,0
Northwest Africa 1466,56,found,2001,0,0
Dhofar 799,56.11,found,2001,19.0704,54.53838
Dar al Gani 995,56.12,found,2001,27.1725,16.38617
Meteorite Hills 01114,56.2,found,2001,-79.68333,159.75
Northwest Africa 890,56.8,found,2001,0,0
Dhofar 472,57.1,found,2001,19.15056,54.73556
Northwest Africa 1763,57.1,found,2001,0,0
Sayh al Uhaymir 138,57.37,found,2001,21.18372,57.21008
Northwest Africa 2258,57.4,found,2001,28.58333,-7.96667
Dhofar 342,58,found,2001,18.32833,54.035
Sayh al Uhaymir 065,58,found,2001,21.035,57.26806
Meteorite Hills 01196,58.1,found,2001,-79.68333,159.75
Dhofar 242,58.4,found,2001,18.62717,54.75083
Meteorite Hills 01130,58.7,found,2001,-79.68333,159.75
Stewart Valley 004,58.9,found,2001,36.25547,-116.18552
Sayh al Uhaymir 427,59,found,2001,21.08477,57.27598
Roach Dry Lake 021,59.2,found,2001,35.67298,-115.36717
Northwest Africa 2260,59.3,found,2001,27.93333,-7.9
Dhofar 622,60,found,2001,19.22787,54.85368
Meteorite Hills 01240,60.3,found,2001,-79.68333,159.75
Meteorite Hills 01139,60.5,found,2001,-79.68333,159.75
Meteorite Hills 01206,60.6,found,2001,-79.68333,159.75
Northwest Africa 1083,60.8,found,2001,0,0
Northwest Africa 2025,61,found,2001,0,0
Dhofar 1021,61,found,2001,18.73293,54.58742
Northwest Africa 883,61.2,found,2001,0,0
Meteorite Hills 01276,61.4,found,2001,-79.68333,159.75
Dhofar 1415,61.4,found,2001,19.18973,54.6518
Dhofar 1002,61.82,found,2001,18.55905,54.09825
Dhofar 343,62,found,2001,18.345,54.19667
Dhofar 851,62,found,2001,18.45833,54.57167
Dhofar 347,62,found,2001,18.57333,54.45667
Dhofar 226,62,found,2001,19.11167,54.82833
Dhofar 290,62,found,2001,19.315,54.84333
Sayh al Uhaymir 059,62,found,2001,20.54167,56.67833
Sayh al Uhaymir 432,62,found,2001,21.05525,57.25815
Acfer 357,62,found,2001,27.50083,4.87467
Stewart Valley 005,62,found,2001,36.22907,-116.17935
Northwest Africa 873,62,found,2001,0,0
Meteorite Hills 01116,62.6,found,2001,-79.68333,159.75
Northwest Africa 1429,62.6,found,2001,0,0
Northwest Africa 3338,62.6,found,2001,0,0
Dhofar 455,63,found,2001,19.01827,54.39877
Meteorite Hills 01280,63.2,found,2001,-79.68333,159.75
Meteorite Hills 01181,63.4,found,2001,-79.68333,159.75
Dhofar 826,63.98,found,2001,19.06045,54.54367
Dhofar 640,64,found,2001,19.13788,54.66702
Dhofar 932,64,found,2001,19.16667,54.87167
Northwest Africa 315,64,found,2001,0,0
Dhofar 252,64.3,found,2001,18.5985,54.03383
Dhofar 568,65,found,2001,18.7132,54.37458
Meteorite Hills 01191,65.4,found,2001,-79.68333,159.75
Superior Valley 003,65.6,found,2001,35.24742,-117.0999
Meteorite Hills 01169,65.7,found,2001,-79.68333,159.75
Meteorite Hills 01142,65.8,found,2001,-79.68333,159.75
Dhofar 1291,66,found,2001,18.31667,54.14667
Northwest Africa 1758,66.4,found,2001,0,0
Dhofar 424,67,found,2001,18.618,54.72692
Superior Valley 007,67.21,found,2001,35.23833,-117.03283
Dhofar 1404,67.48,found,2001,19.20305,54.78495
Dhofar 419,68,found,2001,18.76272,54.27838
Dhofar 616,68,found,2001,19.24068,54.89285
Sayh al Uhaymir 167,68.04,found,2001,21.16788,56.54137
Northwest Africa 1482,68.8,found,2001,0,0
Dhofar 1293,69,found,2001,18.84667,54.665
Dhofar 680,69,found,2001,19.2933,54.6873
Acfer 324,69,found,2001,27.50083,3.86983
Dhofar 466,69.2,found,2001,18.2469,53.9962
Dhofar 1023,69.7,found,2001,19.28813,54.52832
Northwest Africa 985,69.8,found,2001,0,0
Meteorite Hills 01182,69.9,found,2001,-79.68333,159.75
Meteorite Hills 01093,70,found,2001,-79.68333,159.75
Dhofar 216,70,found,2001,18.59833,54.32167
Northwest Africa 314,70.5,found,2001,0,0
Northwest Africa 889,70.6,found,2001,0,0
Dhofar 465,70.7,found,2001,18.24722,54.00628
Northwest Africa 891,70.8,found,2001,0,0
Dhofar 641,72,found,2001,19.17865,54.69808
Dhofar 819,72.14,found,2001,19.04028,54.49387
Dhofar 1078,72.2,found,2001,18.74547,54.1939
Dhofar 570,73,found,2001,18.70115,54.36907
Dhofar 460,73.1,found,2001,18.24942,54.00727
Dhofar 449,74,found,2001,18.90573,54.50885
Northwest Africa 888,74.6,found,2001,0,0
Northwest Africa 899,74.6,found,2001,0,0
Northwest Africa 4347,75,found,2001,0,0
Stewart Valley 001,75.6,found,2001,36.2058,-116.17042
Dhofar 813,75.87,found,2001,18.5497,54.12023
Dhofar 344,76,found,2001,18.44333,54.21667
Frontier Mountain 01087,76.4,found,2001,-72.95417,160.4475
Meteorite Hills 01244,76.5,found,2001,-79.68333,159.75
Dhofar 1075,76.5,found,2001,18.75495,54.19122
Meteorite Hills 01270,76.7,found,2001,-79.68333,159.75
Superior Valley 008,77.44,found,2001,35.236,-117.044
Northwest Africa 1063,78,found,2001,0,0
Dhofar 1418,78.44,found,2001,19.13882,54.87985
Superior Valley 006,78.5,found,2001,35.23883,-117.02667
Meteorite Hills 01120,78.8,found,2001,-79.68333,159.75
Dhofar 632,79,found,2001,19.11412,54.81642
Northwest Africa 1529,79,found,2001,0,0
Meteorite Hills 01185,79.3,found,2001,-79.68333,159.75
Northwest Africa 1479,79.3,found,2001,0,0
Jiddat al Harasis 070,79.84,found,2001,19.3467,56.14912
Dhofar 454,80,found,2001,18.93593,54.63105
Northwest Africa 879,80,found,2001,0,0
Northwest Africa 2058,80.1,found,2001,0,0
Northwest Africa 1595,80.3,found,2001,0,0
Meteorite Hills 01140,80.4,found,2001,-79.68333,159.75
Northwest Africa 2029,80.7,found,2001,0,0
Dhofar 671,81,found,2001,19.08537,54.75128
Northwest Africa 455,81,found,2001,26.784,-12.8335
Northwest Africa 5087,81,found,2001,0,0
Dhofar 1420,81.81,found,2001,19.15535,54.71392
Dhofar 1408,81.93,found,2001,19.1422,54.88057
Dhofar 818,82.43,found,2001,19.02542,54.50633
Dhofar 810,82.57,found,2001,18.56095,54.09983
Meteorite Hills 01286,82.6,found,2001,-79.68333,159.75
Dhofar 240,82.6,found,2001,19.148,54.77783
Northwest Africa 1188,82.6,found,2001,0,0
Meteorite Hills 01118,82.9,found,2001,-79.68333,159.75
Dhofar 589,83,found,2001,18.70103,54.18573
Northwest Africa 983,83,found,2001,0,0
Northwest Africa 1064,84,found,2001,0,0
Meteorite Hills 01117,84.1,found,2001,-79.68333,159.75
ShiÅŸr 016,84.48,found,2001,18.4384,53.96892
Dhofar 266,85.6,found,2001,18.75783,54.4365
Northwest Africa 1996,85.8,found,2001,0,0
Dhofar 532,86,found,2001,18.42,54.24667
Dhofar 215,86,found,2001,18.535,54.32167
Northwest Africa 1054,86,found,2001,0,0
Northwest Africa 5091,86,found,2001,0,0
Dhofar 499,87,found,2001,19.02833,54.54833
Dhofar 858,88,found,2001,18.22167,54.1
Sayh al Uhaymir 057,88,found,2001,21.06167,57.32667
Northwest Africa 1051,88,found,2001,0,0
ShiÅŸr 002,88.6,found,2001,18.5875,53.91417
Acfer 399,89,found,2001,27.50267,3.8725
Northwest Africa 984,89,found,2001,0,0
Northwest Africa 3105,89.2,found,2001,0,0
Northwest Africa 2027,89.3,found,2001,0,0
Dhofar 815,89.45,found,2001,18.9622,54.59012
Dhofar 225,90,found,2001,18.36,54.18833
Dhofar 422,90,found,2001,18.61625,54.73523
Northwest Africa 4348,90,found,2001,0,0
Northwest Africa 986,90,found,2001,0,0
Coyote Dry Lake 151,90.04,found,2001,35.05602,-116.72368
Northwest Africa 3341,91,found,2001,0,0
Northwest Africa 5089,92,found,2001,0,0
Meteorite Hills 01161,92.2,found,2001,-79.68333,159.75
Dar al Gani 980,93,found,2001,26.83733,16.61367
Dhofar 1403,93.05,found,2001,19.14362,54.8831
Meteorite Hills 01121,93.1,found,2001,-79.68333,159.75
Dhofar 859,93.5,found,2001,19.17833,54.825
Dhofar 339,94,found,2001,18.64,54.56
Dhofar 666,94,found,2001,19.12023,54.79698
Sayh al Uhaymir 310,94,found,2001,21.2,57.1
Red Dry Lake 003,94,found,2001,35.64552,-114.03069
Finger Ridge 01602,94.84,found,2001,0,0
Dhofar 608,95,found,2001,18.73567,54.19213
Dhofar 661,95,found,2001,19.09042,54.08753
Northwest Africa 898,95.8,found,2001,0,0
Dhofar 609,97,found,2001,18.7373,54.19537
Acfer 398,97,found,2001,27.50217,3.86083
Meteorite Hills 01113,97.4,found,2001,-79.68333,159.75
Al Huqf 058,97.7,found,2001,19.3421,57.1693
Dhofar 247,97.8,found,2001,18.98567,54.60083
Northwest Africa 1240,98,found,2001,0,0
Dhofar 785,98.45,found,2001,19.08235,54.45228
Meteorite Hills 01198,98.5,found,2001,-79.68333,159.75
Meteorite Hills 01195,98.7,found,2001,-79.68333,159.75
Roosevelt County 106,98.8,found,2001,34.21667,-103.93333
Dhofar 219,99,found,2001,18.14,54.16167
Dhofar 611,99,found,2001,19.13892,54.88143
Dhofar 457,99.5,found,2001,18.24835,54.0016
Dhofar 814,99.81,found,2001,18.9622,54.59012
Hammadah al Hamra 321,100,found,2001,29.03617,11.5065
Northwest Africa 1605,100.4,found,2001,0,0
Dhofar 480,101,found,2001,19.13828,54.89889
Dhofar 693,101,found,2001,19.4212,54.7952
Acfer 400,101,found,2001,27.50083,3.86617
Sayh al Uhaymir 139,101.18,found,2001,21.18697,57.20867
Dhofar 539,102,found,2001,18.18833,54.16667
Northwest Africa 1603,102,found,2001,0,0
Northwest Africa 962,102,found,2001,0,0
Finger Ridge 01605,102.59,found,2001,0,0
Dhofar 638,103,found,2001,19.20277,54.65562
Meteorite Hills 01253,103.1,found,2001,-79.68333,159.75
Jiddat al Harasis 318,103.1,found,2001,19.41865,55.57452
Northwest Africa 310,103.72,found,2001,0,0
Dhofar 540,104,found,2001,18.56,54.105
Dhofar 450,104,found,2001,18.9135,54.4838
Dhofar 1020,105,found,2001,18.73693,54.47907
Acfer 397,105,found,2001,27.509,3.89583
Hammadah al Hamra 317,105,found,2001,29.351,11.593
Northwest Africa 1185,105,found,2001,0,0
Northwest Africa 717,105,found,2001,0,0
Al Huqf 057,105.3,found,2001,19.53112,57.08427
Meteorite Hills 01242,105.4,found,2001,-79.68333,159.75
Northwest Africa 885,106,found,2001,0,0
ShiÅŸr 107,106.61,found,2001,18.19028,53.80828
Dhofar 1425,106.63,found,2001,19.20077,54.78503
Northwest Africa 312,107.22,found,2001,0,0
Dhofar 592,108,found,2001,18.69238,54.19085
Dhofar 440,108,found,2001,18.7513,54.36342
Dhofar 578,108,found,2001,18.76628,54.66063
Northwest Africa 1053,108,found,2001,0,0
Northwest Africa 1472,108,found,2001,0,0
Northwest Africa 313,108.22,found,2001,0,0
Dhofar 681,109,found,2001,19.30317,54.6985
Dhofar 676,110,found,2001,19.22157,54.62478
Northwest Africa 1059,110,found,2001,0,0
Northwest Africa 884,110,found,2001,0,0
Northwest Africa 981,110,found,2001,0,0
Dhofar 258,110.2,found,2001,18.70933,54.303
Northwest Africa 2255,110.7,found,2001,27.93333,-7.78333
Dhofar 1421,110.8,found,2001,19.15725,54.71652
Dhofar 209,111,found,2001,18.49333,54.25167
Dhofar 380,111,found,2001,19.10745,54.80967
Meteorite Hills 01115,111.6,found,2001,-79.68333,159.75
Dhofar 350,112,found,2001,18.82167,54.22667
Sayh al Uhaymir 323,112,found,2001,20.99667,57.33
Northwest Africa 1060,112,found,2001,0,0
Northwest Africa 1061,112,found,2001,0,0
Northwest Africa 1062,112,found,2001,0,0
Dhofar 559,113,found,2001,18.71848,54.22
Meteorite Hills 01273,113.1,found,2001,-79.68333,159.75
Meteorite Hills 01272,113.2,found,2001,-79.68333,159.75
Dhofar 1004,113.68,found,2001,19.0448,54.50738
Dhofar 650,114,found,2001,19.19365,54.7766
Northwest Africa 1189,114,found,2001,0,0
Northwest Africa 4519,114,found,2001,0,0
ShiÅŸr 109,114.04,found,2001,18.65415,53.92847
Meteorite Hills 01119,114.5,found,2001,-79.68333,159.75
Northwest Africa 1164,115,found,2001,0,0
Acfer 332,115.02,found,2001,27.73333,4.13333
Dhofar 682,116,found,2001,19.31245,54.71187
Northwest Africa 5086,116,found,2001,0,0
Superior Valley 009,116.42,found,2001,35.23583,-117.044
ShiÅŸr 018,116.54,found,2001,18.53733,53.93312
Northwest Africa 1601,116.7,found,2001,0,0
Acfer 323,117,found,2001,27.503,3.8795
Meteorite Hills 01069,117.1,found,2001,-79.68333,159.75
Dhofar 806,117.24,found,2001,18.56528,54.0807
Northwest Africa 1067,118,found,2001,0,0
Northwest Africa 1110,118,found,2001,0,0
Dhofar 1077,118.9,found,2001,18.73048,54.18233
Dhofar 801,119.15,found,2001,19.05568,54.55108
Northwest Africa 1606,119.9,found,2001,0,0
Dhofar 481,120,found,2001,19.16585,54.75222
Sayh al Uhaymir 123,120,found,2001,21.02,57.28167
Sayh al Uhaymir 428,121.9,found,2001,21.08453,57.29322
Dhofar 852,122,found,2001,18.24333,54.135
Odell Glacier 01502,123.5,found,2001,0,0
Meteorite Hills 01204,124,found,2001,-79.68333,159.75
Dhofar 643,124,found,2001,18.65065,53.92492
Al Huqf 056,124,found,2001,19.66453,57.3334
Northwest Africa 1057,124,found,2001,0,0
Northwest Africa 1590,125.4,found,2001,0,0
Meteorite Hills 01067,125.8,found,2001,-79.68333,159.75
Dhofar 857,126,found,2001,18.395,54.13667
Dhofar 388,126,found,2001,19.10895,54.81452
Dhofar 683,126,found,2001,19.30697,54.71355
Dhofar 575,127,found,2001,18.671,54.42017
Dhofar 1080,127.2,found,2001,18.74065,54.1997
Sayh al Uhaymir 470,127.3,found,2001,21.08787,56.94128
Meteorite Hills 01044,127.9,found,2001,-79.68333,159.75
Acfer 350,128,found,2001,27.672,4.52633
Northwest Africa 1527,128,found,2001,0,0
Dhofar 1409,128.96,found,2001,19.14145,54.8788
Sayh al Uhaymir 136,129,found,2001,21.06636,57.26758
Northwest Africa 1604,129.6,found,2001,0,0
Dhofar 847,130,found,2001,18.46167,54.01
Sayh al Uhaymir 122,130,found,2001,21.07,57.31333
Bou Kra,130,found,2001,26.6325,-12.81025
Dhofar 392,131,found,2001,19.13333,54.81827
Meteorite Hills 01274,131.9,found,2001,-79.68333,159.75
Dhofar 220,132,found,2001,18.485,54.315
Northwest Africa 1055,132,found,2001,0,0
Northwest Africa 1066,132,found,2001,0,0
Dhofar 797,132.19,found,2001,19.0604,54.53672
Dhofar 648,133,found,2001,19.18947,54.64198
Northwest Africa 1596,133.2,found,2001,0,0
Dhofar 821,133.22,found,2001,19.0456,54.494
David Glacier 01001,134.1,found,2001,-75.68139,155.45306
Dhofar 827,134.99,found,2001,19.05877,54.54738
Dhofar 642,135,found,2001,18.19282,53.80802
Northwest Africa 5088,135,found,2001,0,0
ShiÅŸr 021,135.23,found,2001,18.60453,53.88757
Sayh al Uhaymir 104,136,found,2001,21.01833,57.31333
Meteorite Hills 01011,136.6,found,2001,-79.68333,159.75
Dhofar 842,136.75,found,2001,19.18833,54.79833
Dhofar 602,137,found,2001,18.70712,54.18305
Dhofar 386,138,found,2001,19.10322,54.79433
Dhofar 383,139,found,2001,19.1073,54.81752
Northwest Africa 2262,139,found,2001,27.8,-7.95
Dhofar 619,140,found,2001,19.14145,54.6593
Dhofar 402,140,found,2001,19.30017,54.53572
Mount Crean 01400,141.3,found,2001,0,0
Meteorite Hills 01271,141.8,found,2001,-79.68333,159.75
Dhofar 854,142,found,2001,18.88,54.61667
Meteorite Hills 01122,143,found,2001,-79.68333,159.75
Northwest Africa 1602,143.8,found,2001,0,0
Dhofar 230,144,found,2001,18.99833,54.585
Dhofar 856,145,found,2001,18.395,54.27
Dhofar 473,145,found,2001,19.17597,54.76417
Dhofar 849,146,found,2001,18.18167,54.09667
Dhofar 630,146,found,2001,19.1079,54.81267
Northwest Africa 989,146,found,2001,0,0
Dhofar 791,146.52,found,2001,19.06943,54.52135
Dhofar 843,147,found,2001,19.17667,54.67833
Dhofar 647,147,found,2001,19.18155,54.68738
Dhofar 623,147,found,2001,19.18553,54.65797
Dhofar 694,147,found,2001,19.42977,54.80397
Acfer 396,148,found,2001,27.512,3.89783
Frontier Mountain 01172,150.2,found,2001,-72.97222,160.33833
Dhofar 382,151,found,2001,19.10633,54.81733
Dhofar 793,151.13,found,2001,19.04183,54.55647
Meteorite Hills 01035,151.6,found,2001,-79.68333,159.75
Meteorite Hills 01013,151.8,found,2001,-79.68333,159.75
Hammadah al Hamra 322,152,found,2001,29.08933,12.427
Dhofar 287,154,found,2001,18.40333,54.14667
Dhofar 620,154,found,2001,19.16667,54.65688
Sayh al Uhaymir 429,154.5,found,2001,21.05525,57.26902
Dhofar 846,156,found,2001,18.34333,54.09333
Acfer 321,157,found,2001,27.5455,4.06117
Dhofar 471,158,found,2001,19.25557,54.83583
Northwest Africa 902,158,found,2001,0,0
Northwest Africa 1610,158.8,found,2001,0,0
Northwest Africa 464,159,found,2001,31.36817,-4.01683
Northwest Africa 1566,159,found,2001,0,0
Meteorite Hills 01215,159.1,found,2001,-79.68333,159.75
Meteorite Hills 01016,159.3,found,2001,-79.68333,159.75
Dhofar 389,160,found,2001,19.10847,54.79945
Dhofar 476,160,found,2001,19.11023,54.88528
Dhofar 835,160.09,found,2001,18.64482,54.00393
Meteorite Hills 01042,160.6,found,2001,-79.68333,159.75
Dhofar 417,161,found,2001,18.76392,54.23132
Dhofar 848,162,found,2001,18.20167,54.28
Dhofar 409,162,found,2001,18.70388,54.20318
Sayh al Uhaymir 281,162.56,found,2001,21,57.2
Sayh al Uhaymir 159,163,found,2001,21.01717,57.32033
Meteorite Hills 01028,164.2,found,2001,-79.68333,159.75
Meteorite Hills 01019,164.5,found,2001,-79.68333,159.75
Sayh al Uhaymir 435,164.6,found,2001,21.09352,57.27558
Dhofar 817,164.75,found,2001,19.01982,54.51398
Northwest Africa 1600,165.9,found,2001,0,0
Dhofar 723,166,found,2001,18.68333,54.21833
Jiddat al Harasis 316,166.2,found,2001,19.34918,55.5543
Meteorite Hills 01256,167,found,2001,-79.68333,159.75
Dhofar 654,167,found,2001,19.1071,54.81638
Meteorite Hills 01034,168.7,found,2001,-79.68333,159.75
Meteorite Hills 01046,169,found,2001,-79.68333,159.75
Dhofar 434,169,found,2001,18.74653,54.41242
Northwest Africa 976,170,found,2001,0,0
Northwest Africa 461,171,found,2001,26.784,-12.8335
Dhofar 527,172,found,2001,18.27667,54.135
Meteorite Hills 01063,173,found,2001,-79.68333,159.75
Dhofar 534,173,found,2001,19.19667,54.70333
Northwest Africa 3126,173,found,2001,0,0
Northwest Africa 852,174,found,2001,30.808,-5.85583
Northwest Africa 4523,174,found,2001,0,0
Northwest Africa 457,175,found,2001,31.36817,-4.01683
Dhofar 610,176,found,2001,18.74047,54.19965
Hammadah al Hamra 316,176,found,2001,29.33967,11.62433
Northwest Africa 897,176,found,2001,0,0
Dhofar 244,178.3,found,2001,18.6305,54.73283
Northwest Africa 964,179,found,2001,0,0
Northwest Africa 1058,180,found,2001,0,0
Acfer 328,180.07,found,2001,27.73333,4.21667
Meteorite Hills 01014,180.1,found,2001,-79.68333,159.75
Sayh al Uhaymir 430,180.6,found,2001,21.07652,57.29588
Dhofar 551,181,found,2001,18.71728,54.35902
Dhofar 844,182,found,2001,18.39167,54.16
Dhofar 710,182,found,2001,18.46,54.00667
Dhofar 593,182,found,2001,18.7386,54.21205
Dhofar 430,182,found,2001,18.90343,54.639
Dhofar 861,182,found,2001,19.03167,54.51167
Northwest Africa 4508,182,found,2001,0,0
Northwest Africa 880,182,found,2001,0,0
Dhofar 576,183,found,2001,18.67985,54.41197
Dhofar 600,183,found,2001,18.6912,54.6836
Dhofar 1297,184,found,2001,19.14,54.77
Sayh al Uhaymir 124,184,found,2001,21.00833,57
ShiÅŸr 009,185,found,2001,18.56333,53.92667
Dhofar 243,185.3,found,2001,18.62317,54.7285
Finger Ridge 01604,186.17,found,2001,0,0
Meteorite Hills 01068,186.6,found,2001,-79.68333,159.75
Northwest Africa 979,187,found,2001,0,0
Northwest Africa 1593,187.4,found,2001,0,0
Northwest Africa 1056,188,found,2001,0,0
Dhofar 429,189,found,2001,18.80872,54.50495
Meteorite Hills 01057,189.3,found,2001,-79.68333,159.75
Dhofar 845,190,found,2001,18.40833,54.13
Northwest Africa 1187,190,found,2001,0,0
Sayh al Uhaymir 134,190.58,found,2001,21.03364,57.32064
Sayh al Uhaymir 114,191,found,2001,21.04667,57.255
Northwest Africa 1524,191,found,2001,0,0
Northwest Africa 2002,191,found,2001,0,0
Dhofar 254,191.8,found,2001,18.70317,54.28667
Meteorite Hills 01062,194,found,2001,-79.68333,159.75
Northwest Africa 721,194,found,2001,0,0
Dhofar 1019,194,found,2001,18.72603,54.37865
Dhofar 855,196,found,2001,18.31167,54.145
Dhofar 426,196,found,2001,18.70828,54.57485
Northwest Africa 1186,196,found,2001,0,0
Northwest Africa 595,196,found,2001,0,0
Meteorite Hills 01026,196.2,found,2001,-79.68333,159.75
Dhofar 614,197,found,2001,19.25775,54.78192
Northwest Africa 949,197,found,2001,0,0
Hammadah al Hamra 337,198,found,2001,29.48333,12.12333
Northwest Africa 1511,198,found,2001,0,0
Northwest Africa 1526,198,found,2001,0,0
